# format: trackId, is-primary, nHits, pt, eta, pdg, q
400, 1, 0, 0.405764, -2.36903, 310, 0.000000
401, 1, 0, 0.619874, 0.599374, 221, 0.000000
402, 1, 0, 0.21984, 1.69235, 321, 3.000000
403, 1, 0, 0.459585, -0.50143, 310, 0.000000
404, 1, 0, 0.511704, -0.607461, 111, 0.000000
405, 1, 0, 0.636256, 0.39728, 111, 0.000000
406, 1, 49, 0.401311, 0.106318, 211, 3.000000
407, 1, 0, 0.0199663, 2.65489, 111, 0.000000
408, 1, 58, 0.991742, 1.08134, 211, 3.000000
409, 1, 0, 0.171714, 0.339547, 111, 0.000000
410, 1, 56, 0.316687, 0.952743, 211, 3.000000
411, 1, 50, 0.256009, -0.0577861, -211, -3.000000
412, 1, 0, 0.265702, -0.490421, 111, 0.000000
413, 1, 0, 0.711548, 0.65627, 130, 0.000000
414, 1, 53, 0.372185, 0.927126, -321, -3.000000
415, 1, 35, 0.187754, -1.40552, 211, 3.000000
416, 1, 0, 0.45086, -0.280382, 310, 0.000000
417, 1, 52, 0.565605, -0.649285, 211, 3.000000
418, 1, 26, 0.21708, 1.55139, 211, 3.000000
419, 1, 0, 0.165998, -2.93683, -211, -3.000000
420, 1, 0, 0.482448, -1.27059, 221, 0.000000
421, 1, 0, 0.374357, 0.0144447, 221, 0.000000
422, 1, 0, 0.468463, -2.24634, 310, 0.000000
423, 1, 48, 0.752613, -1.30421, 321, 3.000000
424, 1, 0, 0.317965, -0.0882017, 111, 0.000000
425, 1, 54, 0.692872, -1.01484, 211, 3.000000
426, 1, 0, 0.363935, -0.319391, 111, 0.000000
427, 1, 0, 0.387592, -1.37243, 130, 0.000000
428, 1, 54, 0.169642, -0.340716, 211, 3.000000
429, 1, 0, 1.39401, 0.682892, 310, 0.000000
430, 1, 53, 0.406209, 0.145344, 211, 3.000000
431, 1, 0, 0.266382, 0.519158, 211, 3.000000
432, 1, 0, 0.770153, -0.440918, 111, 0.000000
433, 1, 0, 0.281569, 0.634686, 111, 0.000000
434, 1, 43, 0.348245, 0.58636, 211, 3.000000
435, 1, 0, 0.455263, -0.174412, 111, 0.000000
436, 1, 0, 0.273451, -2.11162, 111, 0.000000
437, 1, 0, 1.30346, 0.42832, 221, 0.000000
438, 1, 0, 0.0759167, 0.337828, 321, 3.000000
